entity_id,state,last_changed
sensor.esp32_ultrasonic_sensor,0.09,2025-01-28T02:38:21.216Z
sensor.esp32_ultrasonic_sensor,0.46,2025-01-28T02:38:41.281Z
sensor.esp32_ultrasonic_sensor,unknown,2025-01-28T02:39:01.252Z
sensor.esp32_ultrasonic_sensor,0.67,2025-01-28T02:39:21.217Z
sensor.esp32_ultrasonic_sensor,0.16,2025-01-28T02:39:41.185Z
sensor.esp32_ultrasonic_sensor,0.28,2025-01-28T02:40:01.256Z
sensor.esp32_ultrasonic_sensor,0.27,2025-01-28T02:43:01.271Z
sensor.esp32_ultrasonic_sensor,0.28,2025-01-28T02:43:21.248Z
sensor.esp32_ultrasonic_sensor,0.26,2025-01-28T02:44:01.284Z
sensor.esp32_ultrasonic_sensor,0.73,2025-01-28T02:44:21.250Z
sensor.esp32_ultrasonic_sensor,0.74,2025-01-28T02:44:41.215Z
sensor.esp32_ultrasonic_sensor,0.75,2025-01-28T02:45:01.282Z
sensor.esp32_ultrasonic_sensor,0.73,2025-01-28T02:45:21.251Z
sensor.esp32_ultrasonic_sensor,0.74,2025-01-28T02:46:01.184Z
sensor.esp32_ultrasonic_sensor,0.75,2025-01-28T02:47:01.192Z
sensor.esp32_ultrasonic_sensor,0.74,2025-01-28T02:47:21.261Z
sensor.esp32_ultrasonic_sensor,0.75,2025-01-28T02:47:41.229Z
sensor.esp32_ultrasonic_sensor,0.73,2025-01-28T02:48:01.195Z
sensor.esp32_ultrasonic_sensor,0.74,2025-01-28T02:48:21.265Z
sensor.esp32_ultrasonic_sensor,0.73,2025-01-28T02:48:41.233Z
automation.temperature_warning,on,2025-01-28T00:25:52.350Z
automation.temperature_warning,unavailable,2025-01-28T00:26:17.411Z
automation.temperature_warning,on,2025-01-28T00:26:17.412Z
automation.temperature_warning,unavailable,2025-01-28T02:23:26.284Z
automation.temperature_warning,on,2025-01-28T02:23:26.285Z
automation.temperature_warning,unavailable,2025-01-28T02:27:27.782Z
automation.temperature_warning,on,2025-01-28T02:27:27.783Z
light.esp32_red_led,off,2025-01-26T08:00:00.000Z
light.esp32_red_led,unavailable,2025-01-28T00:18:47.899Z
light.esp32_red_led,off,2025-01-28T02:15:13.060Z
light.esp32_red_led,on,2025-01-28T02:17:01.006Z
light.esp32_red_led,off,2025-01-28T02:17:01.214Z
sensor.esp32_bme680_iaq_classification,Excellent,2025-01-26T08:00:00.000Z
sensor.esp32_bme680_iaq_classification,unavailable,2025-01-28T00:18:47.899Z
sensor.esp32_bme680_iaq_classification,unknown,2025-01-28T02:15:13.289Z
sensor.esp32_bme680_iaq_classification,Excellent,2025-01-28T02:15:39.918Z
